n_users,max_time,sequence_lenght,n_sequences,sliding_split,remove_outliers,normalize,train_acc,train_TP,train_TN,train_FP,train_FN,train_FAR,train_FRR,train_F1,test_acc,test_TP,test_TN,test_FP,test_FN,test_FAR,test_FRR,test_F1
10,0.25,6,10,False,False,False,0.8260506177020648,8148.1,7055.6,2232.8,1140.3,0.2303386355672735,0.11756012902859676,0.837650833751414,0.6592681211535558,3632.4,3724.5,1919.9,2012.0,0.3145525652448119,0.36691119244807663,0.6495387920243387
10,0.25,8,10,False,False,False,0.833464891170269,6807.8,5956.5,1719.6,868.3,0.22223157424371878,0.1108386434157433,0.8446522685158419,0.6726814927250326,2938.4,3058.6,1443.4,1563.6,0.3022724734602579,0.3523645410896769,0.6650462398624979
10,0.25,10,10,False,False,False,0.8378603575960742,5616.5,4952.9,1317.1,653.5,0.2184114237522193,0.10586786105563199,0.8490475805418873,0.6873763238253578,2351.0,2452.5,1062.8,1164.3,0.2904376797940459,0.3348096725552386,0.6818666624923748
10,0.25,12,10,False,False,False,0.8427333407241789,4551.3,4054.7,969.9,473.3,0.21318367900426324,0.1013496395473787,0.8535804894047075,0.701421699885109,1831.0,1928.2,742.6,839.8,0.2777211473922356,0.31943545283754626,0.6970615511611026
10,0.25,14,10,False,False,False,0.8458121862894361,3694.6,3311.5,717.3,334.2,0.21250845046064276,0.0958671769604852,0.8571118374253714,0.7110989019081595,1445.0,1498.5,537.7,591.2,0.27812289100906123,0.29967930517461966,0.7098200449151912
10,0.25,16,10,False,False,False,0.8483677222912036,3071.2,2738.7,554.7,222.2,0.215498675536638,0.08776587988095512,0.8603348456038322,0.7230355012010176,1156.8,1185.6,388.3,417.1,0.2680832460757062,0.2858457515222587,0.7210145345278838
10,0.25,18,10,False,False,False,0.8503235008839634,2594.6,2334.4,415.9,155.7,0.21481952348712263,0.08453347474495075,0.8627216368861822,0.7256106273652643,943.5,970.3,285.7,312.5,0.25985624627641346,0.2889224989930579,0.7196694794247065
10,0.25,20,10,False,False,False,0.8554172227738558,2240.0,2038.7,317.4,116.1,0.20669785692016593,0.0824676975321226,0.8669573698574853,0.725690804248001,789.0,805.3,220.1,236.4,0.2515211625122783,0.29709722899171975,0.714614584646892
10,0.25,22,10,False,False,False,0.853982581444407,1979.4,1810.1,253.7,84.4,0.21166424572984227,0.08037059138134381,0.8658757328543881,0.7194945297171056,687.4,682.1,187.0,181.7,0.2574831755660125,0.3035277649997761,0.706518187001958
10,0.25,24,10,False,False,False,0.8503769948766206,1790.6,1636.4,213.2,59.0,0.22870897781983807,0.07053703242692089,0.865048210863204,0.7139197923188251,612.4,589.7,166.7,144.0,0.27032215550430494,0.3018382598580449,0.7004198604049887
10,0.25,26,10,False,False,False,0.858329724813581,1637.6,1520.1,167.5,50.0,0.20711214356437785,0.07622840680845985,0.8698727510422442,0.7065102187942106,546.5,526.2,142.9,122.6,0.2516674088302321,0.3353121535813464,0.6785171593525974
10,0.25,28,10,False,False,False,0.8535856995258826,1509.6,1401.0,147.3,38.7,0.2135184371683147,0.07931016377992045,0.8653655982265139,0.6971468600133907,499.1,467.1,135.6,103.6,0.24912593302711353,0.3565803469461052,0.6597716353186971
10,0.25,30,10,False,False,False,0.8569381410309387,1404.8,1312.6,121.9,29.7,0.21075925512637764,0.0753644628117451,0.8692564229816906,0.7018941074149772,466.5,424.3,126.8,84.6,0.2396310966961102,0.3565806884739355,0.6572172504930538
10,0.25,32,10,False,False,False,0.8536667526792907,1311.0,1226.0,109.0,24.0,0.21928501262316863,0.07338148201824982,0.8678404497888685,0.6902518454389492,431.0,388.5,117.5,75.0,0.2334854432565654,0.38601086586553623,0.6315522111396187
10,0.25,34,10,False,False,False,0.8568565986977787,1231.6,1149.9,99.8,18.1,0.22075829884503367,0.0655285037594088,0.8715541606189083,0.686585638647701,403.9,350.8,115.6,62.5,0.25410854045308534,0.3727201822515126,0.629568593367319
10,0.25,36,10,False,False,False,0.8624308639783728,1156.5,1093.1,79.3,15.9,0.20096830752333714,0.07416996451991749,0.8732231140655827,0.673409336306607,377.2,325.9,109.0,57.7,0.24325563698369318,0.4099256904030928,0.6092440302185288
10,0.25,38,10,False,False,False,0.8637109455763093,1087.2,1029.4,74.0,16.2,0.19359764065859203,0.07898046818878912,0.8733294858688551,0.66873092554791,354.8,300.9,106.2,52.3,0.24383736455286759,0.41870078435131236,0.5978987030214363
10,0.375,4,10,False,False,False,0.821457645882421,8762.5,7614.6,2497.2,1349.3,0.2311775176805649,0.12590719055459287,0.8325254194411162,0.6403320329975014,4020.4,4213.3,2285.1,2478.0,0.3226516619461386,0.3966842720588585,0.6232572585135667
10,0.375,6,10,False,False,False,0.8276590335961872,7662.8,6739.4,2049.5,1126.1,0.222856476347819,0.12182545645980644,0.8379000337148194,0.6533368768373957,3443.8,3704.4,1823.2,2083.8,0.30622360287325795,0.38710264345195033,0.6373254467081793
10,0.375,8,10,False,False,False,0.8323290436028283,6728.4,5935.8,1710.6,918.0,0.21915466859332344,0.11618724420101978,0.8427100901821358,0.6636427288407699,2964.1,3182.1,1498.7,1716.7,0.29859079437123365,0.37412374794722647,0.6501330422352009
10,0.375,10,10,False,False,False,0.8377959600425425,5781.7,5125.5,1387.9,731.7,0.21414891535745384,0.1102591645574611,0.8479474469379479,0.6738351517819113,2467.4,2651.5,1177.0,1361.1,0.2939240747475475,0.3584056216886297,0.6638829873119716
10,0.375,12,10,False,False,False,0.8408678221116187,4833.0,4332.2,1078.3,577.5,0.20906815565168385,0.10919620012507862,0.8505964447366164,0.6914213327256985,1997.0,2157.7,858.8,1019.5,0.27605630133326375,0.3411010332153393,0.6827985341948556
10,0.375,14,10,False,False,False,0.846813506390957,4060.4,3621.2,847.4,408.2,0.20770684423579358,0.09866614298229257,0.8572137365523238,0.6993604919920586,1618.1,1699.7,666.6,748.2,0.2811041946083395,0.3201748214075431,0.6956737479404375
10,0.375,16,10,False,False,False,0.8456480581201047,3399.0,3032.4,677.7,311.1,0.21288098232835545,0.09582290143143532,0.8569271888712935,0.7128334086430618,1313.0,1378.0,485.9,550.9,0.2708282534140695,0.3035049292998068,0.7095115060946805
10,0.375,18,10,False,False,False,0.8475509373880842,2907.1,2570.5,547.5,210.9,0.22041490752678644,0.08448321769704523,0.8605086218482765,0.7138593158442571,1098.1,1111.6,397.2,410.7,0.2837995078491058,0.28848186046237995,0.7137784575818312
